result_group,model,checkpoint,dataset,method,temperature,miou,auprc,fpr95,num_images,num_ood_pixels,num_ind_pixels
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly21,msp_t0.5,0.5,,67.94287082795915,30.416005215075685,10,1317063,7578030
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly21,msp_t0.75,0.75,,68.03052477901113,30.419475774046816,10,1317063,7578030
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly21,msp,1.0,,68.09563873063868,30.422128178431596,10,1317063,7578030
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly21,msp_t1.1,1.1,,68.11713492821228,30.42274839239222,10,1317063,7578030
temperature_scaling,EoMT,eomt_cityscapes,RoadObsticle21,msp_t0.5,0.5,,94.1739371428372,0.3687133528069728,30,129782,19106170
temperature_scaling,EoMT,eomt_cityscapes,RoadObsticle21,msp_t0.75,0.75,,94.18363437956744,0.3673839393243125,30,129782,19106170
temperature_scaling,EoMT,eomt_cityscapes,RoadObsticle21,msp,1.0,,94.18765038906982,0.36658838479925593,30,129782,19106170
temperature_scaling,EoMT,eomt_cityscapes,RoadObsticle21,msp_t1.1,1.1,,94.18862371408119,0.36643136745878424,30,129782,19106170
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly,msp_t0.5,0.5,,71.15141459722764,15.652207910970256,60,5446413,49849587
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly,msp_t0.75,0.75,,71.26776521365635,15.495346029647147,60,5446413,49849587
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly,msp,1.0,,71.35136317226491,15.447183143162249,60,5446413,49849587
temperature_scaling,EoMT,eomt_cityscapes,RoadAnomaly,msp_t1.1,1.1,,71.38002483822842,15.436242230050972,60,5446413,49849587
temperature_scaling,EoMT,eomt_cityscapes,fs_static,msp_t0.5,0.5,,58.16846372755191,43.45717744978052,20,732524,34420206
temperature_scaling,EoMT,eomt_cityscapes,fs_static,msp_t0.75,0.75,,58.18494539856691,43.46418786685937,20,732524,34420206
temperature_scaling,EoMT,eomt_cityscapes,fs_static,msp,1.0,,58.1919895951857,43.46787756005877,20,732524,34420206
temperature_scaling,EoMT,eomt_cityscapes,fs_static,msp_t1.1,1.1,,58.19377861751567,43.48152651962629,20,732524,34420206
temperature_scaling,EoMT,eomt_cityscapes,FS_LostFound_full,msp_t0.5,0.5,,16.381070492665785,13.019064308376278,99,477664,168408155
temperature_scaling,EoMT,eomt_cityscapes,FS_LostFound_full,msp_t0.75,0.75,,16.388361659181815,13.014767010540554,99,477664,168408155
temperature_scaling,EoMT,eomt_cityscapes,FS_LostFound_full,msp,1.0,,16.393849875477365,13.012709509227745,99,477664,168408155
temperature_scaling,EoMT,eomt_cityscapes,FS_LostFound_full,msp_t1.1,1.1,,16.39583058005375,13.011993391887703,99,477664,168408155
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly21,msp_t0.5,0.5,,70.75451481813693,13.680230877945851,10,1317063,7578030
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly21,msp_t0.75,0.75,,70.76617364311109,13.619661046472501,10,1317063,7578030
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly21,msp,1.0,,70.76821826915815,13.600856687028159,10,1317063,7578030
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly21,msp_t1.1,1.1,,70.76845109363153,13.596290856594656,10,1317063,7578030
temperature_scaling,EoMT,eomt_finetuned,RoadObsticle21,msp_t0.5,0.5,,25.427664167015863,2.715876599025341,30,129782,19106170
temperature_scaling,EoMT,eomt_finetuned,RoadObsticle21,msp_t0.75,0.75,,25.43366349362101,2.719676418664756,30,129782,19106170
temperature_scaling,EoMT,eomt_finetuned,RoadObsticle21,msp,1.0,,25.43563653062372,2.7168815100043595,30,129782,19106170
temperature_scaling,EoMT,eomt_finetuned,RoadObsticle21,msp_t1.1,1.1,,25.435995267946687,2.7170385273448314,30,129782,19106170
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly,msp_t0.5,0.5,,52.14368550580401,93.86699231831147,60,5446413,49849587
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly,msp_t0.75,0.75,,52.16704003241111,93.75005855113704,60,5446413,49849587
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly,msp,1.0,,52.176485965836974,93.71364099766765,60,5446413,49849587
temperature_scaling,EoMT,eomt_finetuned,RoadAnomaly,msp_t1.1,1.1,,52.1788577649354,93.70375525879481,60,5446413,49849587
temperature_scaling,EoMT,eomt_finetuned,fs_static,msp_t0.5,0.5,,69.93456487361965,13.873667693912118,20,732524,34420206
temperature_scaling,EoMT,eomt_finetuned,fs_static,msp_t0.75,0.75,,69.98777248602161,13.736355906760117,20,732524,34420206
temperature_scaling,EoMT,eomt_finetuned,fs_static,msp,1.0,,70.01144998195834,13.678174965019094,20,732524,34420206
temperature_scaling,EoMT,eomt_finetuned,fs_static,msp_t1.1,1.1,,70.01755818701479,13.66349172924764,20,732524,34420206
temperature_scaling,EoMT,eomt_finetuned,FS_LostFound_full,msp_t0.5,0.5,,34.23933214525758,15.688113797102046,99,477664,168408155
temperature_scaling,EoMT,eomt_finetuned,FS_LostFound_full,msp_t0.75,0.75,,34.30795483856447,15.71877383253798,99,477664,168408155
temperature_scaling,EoMT,eomt_finetuned,FS_LostFound_full,msp,1.0,,34.33762473053539,15.927807652782612,99,477664,168408155
temperature_scaling,EoMT,eomt_finetuned,FS_LostFound_full,msp_t1.1,1.1,,34.345245238800985,15.984221191663789,99,477664,168408155
